index,company,category,training/test,description 
217,ティアンドエス株式会社,IT,training,人事 移動 申請 システム セキリュティデータ 登録 システム 開発 実績 ある 他 医療 機関 対象 腹腔 鏡 
218,株式会社山一情報システム,IT,training,業務 系 組 込 系 ソフトウェア 要件 定義 製造 保守 一貫 する 受託 開発 行う EC 販売 システム 機械 制御 システム 人事 給与 シ ステ 
219,日本郵政インフォメーションテクノロジー株式会社,IT,training,日本 郵政 グループ 対象 人事 システム 会計 システム ソフトウェア 開発 保守 運用 手掛ける いる PaaS サービス 
220,イエローテイルズ株式会社,IT,training,システム 構築 インフラ 設計 システム 保守 システム サービス 提供 する 会社 Web アクセス データ 
221,株式会社ＥＭＤ,IT,training,EC サイト 構築 販売 管理 システム 構築 ソフトウェア 開発 行う 車載 ECU 工作 機械 複合 
222,株式会社全労済システムズ,IT,training,全労済 グループ 会社 情報 システム 分野 担う 主 コンピューター センター 運用 全国 広がる ネットワーク オープンシ 
223,ＰＦＵ東日本株式会社,IT,training,紙 文書 電子 化 はじめ ドキュメント 管理 基盤 構築 導入 企業 内 ポータル 構築 IT インフラ ICT テクノロジー 活用 する ソリューシ 
224,株式会社四国日立システムズ,IT,training,日立 グループ 企業 企業 向け 業務 システム 販売 コンサルティング 行う システム 設計 構築 運用 工事 保守 
225,株式会社ソフトウェアコントロール,IT,training,ネットワーク 制御 システム 構築 メンテナンス 手掛ける プラント 監視 制御 システム 旅客 交通 システム 金融 証券 シ 
226,株式会社エコス北栄,IT,training,主 ネットワーク 通信 設備 工事 各種 LAN WAN 設備 工事 電気 通信 工事 行う 通信 事業 者 向け 次世代 ネットワーク 
227,株式会社ＨＴＫエンジニアリング,IT,training,IT インフラ 必要 サーバ デスク トップ 仮想 化 コンサルティング 導入 等 手掛ける 顧客 企業 内 技術 者 駐在 する 
228,株式会社ライターム,IT,training,業務 アプリケーション ソフトウェア 開発 サーバ システム 開発 Web システム 開発 行う 会社 ネットワーク システム 
229,ＪＦＥコムサービス株式会社,IT,training,緊急 地震 速報 サービス MJ @ lert 情報 関連 システム ネットワークカメラシステム 開発 販売 手掛ける いる 鉄鋼 販売 会社 対象 する 基幹 系 システム SteelManager 販売 管理 鋼材 加工 中心 受発注 
230,富士通エフサス東日本カスタマサービス株式会社,IT,training,富士通 グループ 会社 東日本 地区 銀行 流通 関連 現金 自動 受払 機 窓口 端末 機 導入 保守 
231,コムシスネット株式会社,IT,training,各種 IT 機器 導入 導入 伴う キッティング 業務 情報 通信 機器 設置 工事 展開 する IP ネットワーク IP 電話 シス 
232,株式会社シーエスイー,IT,training,LAN 配線 電機 設備 はじめ 機器 耐震 空調 設備 至る IT インフラ 工事 行う 可用性 クラスタ 化 スト 
233,株式会社メルコテクノ横浜,IT,training,三菱電機 系列 IT 関連 業務 各種 サービス 提供 する 会社 顧客 要望 合わせる システム 構築 製品 開発 支援 行う ほか コンサルティング PC 
234,株式会社福島情報処理センター,IT,training,システム 開発 導入 運用 保守 情報処理 サービス 行う 福島 県内 自治体 企業 医療 介護 機関 等 提供 する 
235,株式会社ジャパンコンピューターサービス,IT,training,IT 関連 事業 手がける おる システム 受注 開発 手がける いる 開発 する システム 投資 信託 システム 
236,中央情報システム株式会社,IT,training,業務 分析 コンサルティング システム 開発 保守 運用 行う いる 販売 管理 生産 管理 会計 管理 業務 
237,株式会社ソフトウェアサービス,IT,training,業務 用 各種 アプリケーション ソフト 設計 開発 社内 システム 構築 行う ほか Web 関連 ソフト 開発 
238,アンドール株式会社,IT,training,連結 子会社 アンドール システムズ 株式会社 技術 者 派遣 ソフトウェア 開発 コンサルティング 行う エンジニアリング 事業 手掛ける 主 基幹 系 業務 システム データ 管理 システム EC システム Web システム 学校 教育 用 デジタル 素材 コンテンツ 開発 対応 する 親会社 TCS ホールディングス 株式会社 グループ 
239,株式会社富士通鹿児島インフォネット,IT,training,経営 戦略 情報 化 システム コンサルティング 手掛ける システム 設計 開発 テスト 保守 至る 
240,ＡＢＣシステム株式会社,IT,training,オープン 系 システム Web 系 システム ソフトウェア 開発 手掛ける 運用 設計 監視 オペレーション システム マネ 
241,アイ・システム株式会社,IT,training,企業 経営 的 グランド デザイン 策定 組織 編成 付随 する 情報 システム 構築 コンサルティング 行う 業務 処理 体 
242,株式会社ＣＩＪソリューションズ,IT,training,神奈川 県 ある 株式会社 CIJ 子会社 ソフトウェア 設計 開発 パッケージ 開発 販売 行う おる 幅広い 産業 IT サー 
243,株式会社ＹＳＫｅ－ｃｏｍ,IT,training,地方 公務員 人事 評価 システム 自治体 向け システム 開発 行う CESS 販売 管理 民間 企業 向け システム 診察 待ち 番号 表示 システム 
244,株式会社テクノプロジエクト,IT,training,官公庁 企業 教育 現場 ソフトウェア 受託 開発 情報 システム 構築 運用 保守 請け負う その他 ソフトウェア 
245,株式会社コスメディア,IT,training,東京 都 千代田 区 拠点 金融 機関 中小 企業 向け 経営 コンサルティング 手掛ける 
246,株式会社ＧＩテクノス,IT,training,Web 系 Open 系 汎用 系 システム 構築 開発 業務 行う 会社 半導体 設計 半導体 システム 設計 EC サイト 構築 請け負う W 
247,株式会社ＪＣＤソリューション,IT,training,アプリケーション システム 開発 はじめ 導入 運用 保守 至る コンピューター システム 手掛ける いる 主 導入 支援 医療 情報 
248,株式会社コムニック,IT,training,通信 業 メイン 製造 業 金融 業 システム 開発 運用 保守 行う IT 基盤 設計 構築 行う 他 経営 戦略 立案 IT システム 構築 
249,株式会社ズコーシャ,IT,training,自然 環境 農村 振興 まち づくり フォーカス する 総合 コンサルティング 行う 調査 研究 計画 測量 設計 建築 コ 
250,株式会社メガ・テクノロジー,IT,training,サーバ 構築 ネットワーク 構築 インフラ 構築 行う 業務 システム Web システム 開発 システム 運用 保守 対応 
251,東急テックソリューションズ株式会社,IT,training,アプリケーション 開発 インフラ 構築 システム 開発 構築 行う 交通 系 IC カード 電子 決済 不動産 向け 電子 キー ホテル 
252,株式会社ビズ,IT,training,IT ソリューション ヘルプ デスク 運用 コール センター 構築 運用 主 行う 会社 ヘルプ デスク 向け インシデント 管理 シ 
253,株式会社アド・ソアー,IT,training,自動車 建設 機械 医療 機器 小型 電子 機器 設計 開発 加える 各種 基幹 システム Web システム 開発 保守 手掛ける 
254,ＮＲＩデータｉテック株式会社,IT,training,ネットワーク ハード ウエア 等 企業 IT インフラストラクチャー 分野 サポート 手掛ける 情報 通信 システム 開発 システム 関連 
255,株式会社アイ・ユー・ケイ,IT,training,システム インテグレーション 提案 サービス 中心 IT 基盤 サーバ ネットワーク 構築 行う その他 運用 支援 導入 支援 はじめ 保守 サービス 
256,株式会社フジミック,IT,training,放映 システム リアルタイム 字幕 システム 放送 関連 システム 開発 行う 西日本 高速 道路 株式会社 提供 する お出かけ 情報 等 サイト 管理 運営 さまざま 
257,株式会社ＮＳソリューションズ中部,IT,training,新日鉄 住金 ソリューションズ グループ 企業 主 コンピュータ システム 化 コンサルティング 行う いる 業務 改 
258,株式会社ネットサポート,IT,training,官公庁 中小 企業 クラウドサービス 設計 運用 監視 行 
259,テクニカルジャパン株式会社,IT,training,システム インテグレーション ほか 通信 セキュリテイ 制御 系 システム 各種 ソフトウェア 設計 開発 行う ほか 
260,株式会社ＴＡＳ,IT,training,発電 プラント 保守 改修 工事 請け負う ほか 産業 用 設備 設計 施工 保守 手掛ける ソフトウェア 
261,ネット・インフォメーション株式会社,IT,training,経営 戦略 業務 調査 行う 顧客 合わせる IT インフラ 構築 運用 業務 行う Web システム 業務 用 
262,日創工業株式会社,IT,training,医療 機器 OA 機器 IoT 組み込み ソフトウェア 開発 中心 ソフトウェア 設計 開発 行う 仮想 化 クラウドコンピューティング 技術 用いる 金融 産業 
263,株式会社トランスネット,IT,training,システム 受託 開発 IT インフラ 工事 構築 システム 保守 運用 IT 関連 業務 行う 顧客 社内 ネットワーク 
264,日野コンピューターシステム株式会社,IT,training,日野自動車 グループ 情報 システム 専門 会社 日野自動車 生産 管理 システム 販売 会社 支援 システム 開発 維持 行う 日野 自動 
265,株式会社デンサン,IT,training,主 住民 登録 システム 税金 収納 システム 公共 用 システム 開発 行う いる 口座 振替 給与 差 サ 
266,株式会社アイ・エフ・クリエイト,IT,training,保険 比較 サイト i 保険 運営 資産 運用 アドバイス 保険 加入 コンサルティング 行う 住宅 ローン 投資 税金 対 
267,株式会社Ｉ２Ｃ,IT,training,Web アプリケーション 開発 Android 開発 主 行く いる Web サイト 制作 システム 開 
268,エス・アンド・アイ株式会社,IT,training,ネットワーク システム 設計 施工 サーバー 仮想 化 基盤 IT インフラ 構築 AI 活用 する 各種 ソリューション・クラウドサービス 提供 手掛ける 手のひら サイズ マーケティング 支援 
269,ＮＤＳインフォス株式会社,IT,training,NTT グループ ビジネス 住民 サービス 関連 基幹 システム 業務 システム システム 開発 行う サー 
270,株式会社ＳＲＩシステムズ,IT,training,住友 ゴム グループ グループ 会社 コンピューター システム ソリューション 提供 行う 主 物流 販売 経理 
271,株式会社エスペラントシステム,IT,training,企業 公共 団体 対象 Web システム 設計 開発 保守 運用 手掛ける いる サーバー 蓄積 する 情報 解析 する 顧客 システム ソ 
272,株式会社シーティーエス,IT,training,固定 IP 電話 回線 データ バックアップ サービス 加える 情報 共有 システム ネットワーク カメラ 含む IT インフラ セット 土木 建築 業界 企業 設備 現場 事務所 対象 レンタル 販売 する いる MDTS GNSS ワンマン 測量 システム 転 圧 管理 システム 加える 3 D スキャナー 
273,株式会社アリス,IT,training,サーバー ストレージ 販売 構築 運用 保守 行う 会社 セキュリティ ソフト 販売 構築 手掛ける その他 
274,株式会社ＪＯＥ,IT,training,人事 管理 給与 計算 勤務 管理 マイ ナンバー 管理 IT システム クラ ウド 提供 する IT システムアウトソーシングサービス 手掛ける システム 設定 運用 保守 対応 
275,株式会社ユーテクノソリューションズ,IT,training,組込み システム 業務 用 システム 開発 ネットワーク 構築 システム 管理 手掛ける 回路 筐 体 設計 開発 試作 機 作成 評価 量産 
276,エヌ・ティ・ティ・システム技研株式会社,IT,training,東京 コンピュータ サービス 株式会社 グループ 企業 NTT NTT 関連 会社 組み込み ソフトウェア 開発 主 行 
277,メディアファイブ株式会社,IT,training,主 ソフトウェア 受託 開発 企業 経営 サポート 行う システム 構築 保守 運用 一貫 する 対応 する ほか コンサルティング 請け負う 企業 対象 IT エンジニア 派遣 取り組む Web 系 システム 開発 サーバ ネットワーク 設計 構築 オンサイト 
278,株式会社高知電子計算センター,IT,training,主 官公庁 企業 対象 システム 開発 サービス 提供 する Web サイト 構築 サービス システム コンサルティング 業務 ソフトウェア 開発 等 行う 情報 サービス 
279,セコム山陰株式会社,IT,training,セコム・ホームセキュリティ 個人 法人 向け オンライン セキュリティ サービス 手掛ける いる 監視 カメラ 防犯 ガラス 防 
280,株式会社コンピュータマネジメント,IT,training,IT コンサルティング 業務 学校 法人 向け インターネット 出願 システム 業務 アプリケーション 開発 ほか インフラ 構築 手掛ける これら 保守 運用 
281,テックファーム株式会社,IT,training,サービス デザイナー エンジニア 保守 運用 関わる 要員 配置 する システム 開発 運用 ワン ストップ サービス 行う 独立 系 システムベ 
282,株式会社エー・アール・シー,IT,training,LAN 工事 通信 機器 設置 設定 ネットワーク 工事 手掛ける LAN WAN 構築 IP iPhone 構築 インフラ 構築 請け負う 他 
283,富士ゼロックス長野株式会社,IT,training,オフィス 向け カラー 複合 機 ネットワーク 機器 保守 点検 メイン オフィス 業務 支援 ソリューション 
284,ユニインフオーメーション株式会社,IT,training,汎用 機 事務 処理 系 通信 制御 系 アプリケーション 中心 開発 保守 運用 手掛ける サーバ 環境 設計 運用 
285,株式会社コンセント,IT,training,Web サイト はじめ する デジタル メディア 雑誌 紙 媒体 デザイン 手掛ける 会社 コーポレートコミュニケーシ 
286,株式会社オーティーシー,IT,training,IT 技術 者 派遣 システム 受託 開発 システム 運用 保守 システム 総合 サポート 行う いる システムエンジニア サービス 事業 
287,株式会社千豊,IT,training,千葉 トヨタ グループ 会社 損害 保険 生命 保険 代理 店 業務 行う いる 自動車 保険 はじめ 生命 保険 医療 保険 火災 ･ 地震 保険 取り扱う グル 
288,株式会社コンピューター・ビジネス,IT,training,サーバ 構築 行う ほか オンライン ストレージ サービス クラ ウド 型 IP カメラ システム 提供 する ほか バス 会社 勤怠 管理 運賃 管理 ク 
289,株式会社電子工学センター,IT,training,公共 機関 向け 金融 業 製造 業 向け 様々 分野 ソフト 開発 する いる サーバー ネットワーク 構築 監視 手掛ける 
290,トリオシステムプランズ株式会社,IT,training,各種 業界 ノウハウ 生かす ネットワーク システム 構築 提案 ソリューションサービス 提供 行う いる 会社 医療 金 
291,トリオシステムプランズ株式会社,IT,training,医療 分野 院内 物流 電子 カルテ システム 開発 導入 実績 持つ 銀行 基幹 系 システム 運用 開発 競馬 競輪 等 
292,株式会社スカイウイル,IT,training,ネットワーク サーバ 仮想 化 構築 Web ソリューション 開発 手掛ける 会社 アプリケーション 開発 病院 
293,株式会社トライバルユニット,IT,training,自社 保有 ブース 利用 する コール センター 運営 代行 テレマーケティング 支援 行う コール センター 販売 員 事務 員 物流 人 
294,株式会社富士通パブリックソリューションズ,IT,training,中央 省庁 外郭 機関 民営 化 会社 受注 基づく 業務 システム 開発 運用 保守 行う いる サーバー スト 
295,株式会社フォーデジット,IT,training,マーケティング 戦略 念頭 置く Web サイト アプリ デザイン 制作 請け負い 運用 更新 手掛ける 業務 フロー 運用 体制 
296,コンピューターシステム株式会社,IT,training,財務 金融 物流 生産 管理 関わる ソフトウェア 設計 開発 行う いる サーバー ネットワーク インフラ 設計 構築 運用 請ける 
297,株式会社システムハウス．アイエヌジー,IT,training,様々 分野 向け 業務 用 システム 開発 行う おる 金融 業界 流通 業界 向け システム 開発 得意 する 投資 信託 管理 シス 
298,本多通信工業株式会社,IT,training,通信 インフラ 向け 光ファイバー 用 コネクタ FA 機器 向け インター フェイス 用 コネクタ 民生 機器 向け ノート パソコン デジタル カメラ メモリー カード 用 ソケット 車載 向け 車載 カメラ 用 コネクタ ケーブル ハーネス 電気 コネクタ 光 コネクタ 製造 販売 手掛ける 特定 子会社 安 
299,株式会社テクノ・セブン,IT,training,業務 系 アプリケーション 開発 行う 子会社 株式会社 テクノ セブン システムズ 連携 する システム 受託 開発 アンケート 集計 データ センター 運営 システム サービス ネットワーク 構築 サーバー 構築 IT インフラ 支援 手掛ける 集積 回路 ハードウェア 組み 込 
300,システム・アルファ株式会社,IT,training,販売 管理 システム 生産 管理 システム 導入 コンサルティング する いる 会社 業務 システム Web サービス システム 
301,株式会社クロステック,IT,training,情報 システム 受託 開発 ハ ゚ ッケーシ ゙ ソフト 開発 販売 行う 会社 医療 機関 向け システム 金融 機関 向け システム 様々 
302,株式会社クリエイティブジャパン,IT,training,ネットワーク セキュリティ サーバー ソフトウェア 等 システム 設計 開発 運用 管理 行う 技術 コンサルティング 
303,株式会社ソルコムビジネスサービス,IT,training,パソコン サーバー OA 機器 販売 レンタル 手掛ける いる パッケージ ソフト アプリケーション 設計 販 
304,株式会社日進通工,IT,training,モバイル ネットワーク 必要 屋内 屋外 基地 局 建設 ネットワーク インフラ 関わる 事業 行う いる 
305,株式会社ビジネス・インフォメーション・テクノロジー,IT,training,物流 小売 業 向け アプリ 開発 コンサルティング 手掛ける エンジニア 派遣 ア 
306,サンワアルティス株式会社,IT,training,工場 組立 半導体 製造 装置 据付 製造 装置 オペレーター 等 製造 系 人材 事務 系 人材 派遣 行う いる エンジニ 
307,株式会社第一コンピューター,IT,training,ソフトウェア 開発 中心 金融 系 製造 系 システム 開発 いる コンピューター 運用 管理 障害 時 一 次 切り分け システム 運用 管理 行 
308,株式会社エーアイエル,IT,training,プラント エンジニアリング 人材 派遣 事務 改善 コンサルティング 行う プラットフォーム ミ 
309,大明ネットワーク株式会社,IT,training,無線 基地 局 ビル 内 通信 設備 通信 インフラ 設備 設計 施工 保守 行う いる 情報 セキュリティ システム サーバー システム 
310,株式会社エンライズコーポレーション,IT,training,主 システム 開発 IT インフラ 環境 構築 行う いる ハード ソフトウェア 保守 システム 監視 ユーザー サポート 
311,株式会社ＹＳＬソリューション,IT,training,官公庁 金融 機関 他 様々 企業 業務 支援 システム 設計 開発 手掛ける いる 主 開発 システム 中央 省庁 
312,株式会社北海道ジェイ・アール・システム開発,IT,training,北海道 札幌 市 インフラ 構築 業務 システム 運用 監視 手掛ける ハードウェア ソフトウェ 
313,株式会社アクシオ,IT,training,統合 認証 基盤 中心 ケーブリング ネットワーク 仮想 化 技術 IT インフラ 提供 行う 企業 内 IT ソリューション 可能 システム 設計 構築 教育 運用 保 
314,株式会社アルファ・ウェーブ,IT,training,主 基幹 業務 業務 システム 開発 請け負う いる 航空 運輸 証券 カード 与信 金融 機関 食品 製造 業 開発 
315,株式会社シーディア,IT,training,ソフトウェア ハードウェア 開発 行う 会社 通信 機器 車載 機器 アプリケーション 開発 生産 管理 シ ステ 
316,株式会社ライトウェル,IT,training,IT 基盤 構築 運用 サービス 提供 する おる プライベートクラウド 災害 時 バックアップ IT 環境 快適 する システム 開発 する 
317,株式会社コアコンセプト・テクノロジー,IT,training,製造 プロセス 改良 コンサルティング 業務 データ 分析 用いる 解析 的 解決 する 解析 ソリューション 業務 
318,株式会社東北電子計算センター,IT,training,日医 標準 レセプトソフト 電子 カルテ 等 情報処理 サービス 導入 支援 手掛ける 介護 福祉 システム 福祉 森 
319,ＮＴＴテクノクロスサービス株式会社,IT,training,自社 データ センター 活用 する ネットワーク 構築 システム 運用 監視 行う いる グループ ネットワーク 社内 システム 
320,株式会社グリフィン,IT,training,windows Linax 環境 ソフトウェア 受託 開発 行う いる 銀行 与信 管理 外国 為替 取引 システム クレジット 管理 システム 
321,株式会社島津ビジネスシステムズ,IT,training,島津製作所 子会社 島津 グループ 業務 システム 設計 構築 運用 等 支援 手掛ける グループ ネットワーク 構築 Web 制作 
322,株式会社阪急阪神電気システム,IT,training,阪急電鉄 阪神電気鉄道 鉄道 電気 設備 保守 設計 施工 請け負う いる 主 信号 工事 情報 通信 設備 新設 工事 更新 補修 工事 行う 併せる 駅 務 機器 
323,株式会社サントラスト,IT,training,業種 業務 用 IT システム コンサルティング 設計 開発 請け負う 会社 業務 用 Web システム NET クライアン 
324,シンカ株式会社,IT,training,学校 病院 商業 施設 情報 通信 機器 販売 設置 ネットワーク 設備 構築 行う 情報 システム 提案 はじめ 保守 整備 修理 
325,株式会社アルシード,IT,training,Web サイト Web コンテンツ スマホアプリ 受託 開発 請負う その他 IT エンジニア 派遣 する ネットワーク インフラ 構築 システム 検証 
326,アイテル株式会社,IT,training,金融 通信 流通 関連 中心 する アプリケーション 開発 システム 基盤 構築 手掛ける 
327,株式会社アールピーシー,IT,training,オープン 系 システム 開発 メイン 汎用 機 対応 する ソフトウェア 開発 受託 開発 手掛ける ネットワーク 中心 
328,グロースエクスパートナーズ株式会社,IT,training,IT 用いる 事業 立案 企画 Web ビジネス コンサルティング 等 行う Web マーケティング 支 
329,株式会社ギガ,IT,training,IT セキュリティ サービス コンサルティング 情報 管理 Web 介す サービス ソフトウェア 販売 請け負う 
330,加賀ソルネット株式会社,IT,training,電子 部品 販売 手掛ける 加賀電子 株式会社 グループ 会社 パソコン タブレット 電子 書籍 周辺 機器 
331,株式会社メビウス,IT,training,業務 アプリケーション 開発 システム 基盤 構築 運営 コンサルティング サービス 提供 する その他 パッケージソフトカスタマ 
332,ＪＸアイティソリューション株式会社,IT,training,JXTG グループ 関連 企業 販売 物流 システム 経理 システム グループ 内 使用 する IT システム 開発 運用 行う グルー 
333,東邦ガス情報システム株式会社,IT,training,IT コンサルティング 行う おる システム 提案 開発 保守 行う ネットワーク 設計 構築 データ センター 運用 
334,株式会社エフ・エム,IT,training,ネットワーク データベース サーバ 構築 設計 保守 行う いる 会社 その他 シ ステ 
335,ネクストウェア株式会社,IT,training,主 コンピュータ システム コンサルティング 設計 開発 運用 保守 サービス 提供 IoT ソリューションサービス 提供 行う 提供 する いる サービス パソコン 定型 業務 自動 化 する WinActor 顔 認証 システム 利用 する 退室 管理 防犯 テロ 対策 サービス SAFR ある 製造 小売 物流 ブロック チェーン シス 
336,日本ソフテック株式会社,IT,training,業種 特 化 する システム ソフトウェア 開発 導入 支援 行う ソフトウェア 販売 管理 システム 会員 管理 システム 等 ある クラウドソリ 
337,株式会社イシマル,IT,training,複合 機 OA 機器 オフィス 用品 卸売 手掛ける ほか 各種 メンテナンス 対応 LAN 配線 敷設 作業 ルーティング 設計 サーバー 構築 
338,遠鉄システムサービス株式会社,IT,training,主 無線 LAN 構築 統合 管理 等 行う 不正 アクセス 対策 Web フィルタ リング 迷惑 メール 識別 等 サー 
339,株式会社ＡＴＧＳ,IT,training,社内 IT エンジニア 顧客 会社 赴く システム 開発 行う 企業 システム 開発 企画 保守 運用 一貫 する 行う サービス 提供 
340,株式会社ＪＳシステムズ,IT,training,IT 向け 人材 エンジニア 等 対象 する 人材 派遣 手掛ける 本郷 アカデミー 運営 行う IT 講座 医療 事務 講座 英語 e - ラーニング 講座 開催 する 他 公共 職業 訓練 求職 者 支援 訓練 対応 旅行 会社 向け クラ ウド サービス 運用 保守 システム イ 
341,アイテックジャパン株式会社,IT,training,主 銀行 金融 自治体 公共 産業 ソフトウェア 受託 開発 行う IT インフラ 企画 設計 構築 
342,株式会社広島情報シンフォニー,IT,training,IT ソリューション 提供 主 業務 する 個別 ソフトウェア 開発 IT コンサルティング COBOL マイグレーション IT 関 
343,オープンリソース株式会社,IT,training,企業 コンサルティング 行う モデル 化 する 業務 プロセス ベース する プログラム 構築 提供 手掛ける いる 自社 オリジ 
344,株式会社旅人,IT,training,顧客 技術 的 問い合わせ 対応 する テクニカル サポート 代行 中心 バック オフィス 支援 アウト バウンド 代行 行う 首都 圏 
345,株式会社エースリー,IT,training,システム 監視 障害 対応 システム 運用 サーバ 構築 ネットワーク 設計 構築 システム 開発 行う いる 業務 アプリ 
346,株式会社いよぎんコンピュータサービス,IT,training,業務 内容 合わせる Web アプリケーション 設計 開発 ネットワーク 構築 セキュリティ 対策 行う 会社 業務 シ ステ 
347,株式会社ランシステム,IT,training,主 直営 店舗 事業 外販 事業 不動産 事業 手掛ける 直営 店舗 事業 複合 カフェ スペースクリエイト 遊 空間 店舗 展開 行う いる 子会社 株式会社 ラン セカンド アミューズメント カジノ 店舗 カプセル ホテル 店舗 飲食 店舗 運営 担う 外販 事業 各種 システム 等 販売 
348,株式会社ネットワーク,IT,training,業務 アプリケーション システム 開発 構築 中心 手掛ける 主 損害 保険 システム はじめ IC カード 利用 ポイント 
349,株式会社シー・キューブド・アイ・システムズ,IT,training,システム 維持 管理 運用 技術 調査 研究 24 時間 システム 監視 業務 システム インテグレーション 手掛ける 規模 システム 開発 機能 改善 シ ステ 
350,株式会社メディアフォース,IT,training,継続 的 IT 最適 化 行う IT マネージメント サービス 最適 パッケージ サービス 選択 行う エンタープラ 
351,西部ガス情報システム株式会社,IT,training,西部ガス グループ 情報 システム 会社 ガス 事業 者 用 パッケージ ソフト シスコムキューブ 開発 卸売 行う セキュリ 
352,株式会社アイティーシー,IT,training,サーバー 構築 システム 運用 設計 行う 会社 金融 機関 官公庁 向け ネットワー 
353,株式会社グッドワークス,IT,training,オープン 系 ソフトウェア 設計 開発 企業 内 サーバー ネットワーク 設計 構築 保守 手がける 受託 開発 
354,グローバルソリューションサービス株式会社,IT,training,Apple 正規 サービスプロパイダ クイック ガレージ 店舗 全国 展開 する パソコン スマート フォン 修理 サービス 提供 する いる 会社 東京 大阪 集中 修理 センター 運営 する Wi 
355,コムシステクノ株式会社,IT,training,コムシスグループ 基幹 システム 学務 システム 顧客 管理 システム 開発 行う 会社 運用 行う ヘルプ デスク サービス システム 監 
356,富士コンピュータ株式会社,IT,training,企業 ソフトウェア 開発 コンピュータ 機器 販売 IT コンサルティング 行う 会社 Web ペー 
357,ディースタンダード株式会社,IT,training,顧客 管理 システム 開発 Web サイト 設計 制作 主 行く いる 会社 サーバー ネットワーク 構築 IT インフ 
358,アイラビット株式会社,IT,training,ERP 導入 コンサルティング 開発 導入 運用 保守 サポート 主 業 する 会社 顧客 ニーズ 最適 ソリューシ 
359,興南設計株式会社,IT,training,プラント 設備 自動車 家電 産業 設備 航空機 関連 分野 機械 設計 製図 行う いる 取扱 説明 書 パンフレット 等 作成 
360,株式会社菱友システムビジネス,IT,training,サーバー 受諾 保守 データ 消去 カストマーサービス 行う ほか プリンター PC IT 機器 買取 サービス 
361,日本ハムシステムソリューションズ株式会社,IT,training,ニッポンハムグループ システム 導入 運用 手掛ける コンピューター ネットワーク 網 グ 
362,日本システム・エイト株式会社,IT,training,自動車 搭載 機器 医療 機器 産業 用 機械 回路 設計 設備 機械 設計 組 込 ソフトウェア 設計 開発 手掛ける 社内 通信 インフラ 関連 シ 
363,新明和ソフトテクノロジ株式会社,IT,training,新明和 グループ 企業 業務 系 モバイル 系 システム 開発 手掛ける 設計 検討 図面 化 製品 データ 管理 SOLI 
364,エヌ・ディー・アール株式会社,IT,training,企業 団体 向ける アプリケーション 開発 IT システム 総合 企画 手掛ける データベース OS ストレージ 
365,シンクレイヤ株式会社,IT,training,ケーブル テレビ 事業 者 対象 する コンサルティング 行う ネットワーク 設計 構築 保守 手掛ける ビル 集合 住宅 テレビ 共 聴 システム 規模 コンベンション 施設 内 データ通信 機能 設計 構築 一定 エリア 内 ネットワーク 構築 対応 する 施工 
366,株式会社ソルネット,IT,training,環境 システム 公共 システム はじめ 学校 システム 医療 システム コンサルティング 行う いる システム 設計 開発 
367,メック情報開発株式会社,IT,training,三菱地所 グループ 内 システム 企画 開発 保守 運用 行う いる 主 ビル マネジメント ショップマネジメントシステム 等 
368,株式会社ステップ,IT,training,コンピュータ システム 受託 開発 主 業務 する おる 自社 パッケージ ソフト 開発 販売 その他 アプリケーション 設計 製造 手掛ける 
369,株式会社システムイオ,IT,training,業務 システム アプリケーション 設計 開発 導入 オペレータ 運用 保守 行う 会社 赤外線 3 D 顔 認証 システム Broadway 
370,株式会社オーネスト,IT,training,移動 体 通信 システム ポータルサポート 組 込 システム 開発 行う 小売 企業 向け 基幹 システム 投資 家 向け 情報 サイト 管理 システム 開発 携わる 
371,株式会社高文,IT,training,無線 LAN システム ビジネス ホン ネットワーク インフラ 構築 請け負う 通信 機器 ケーブル 関連 商品 卸売 その他 
372,株式会社カジマアイシーティ,IT,training,鹿島建設 株式会社 グループ 会社 ICT 運用 情報 システム 構築 管理 行う いる 会社 IT 機器 管理 サポート 
373,アクレスコ株式会社,IT,training,ネットワーク サーバー 設計 構築 保守 業務 行う いる キャリア 通信 設備 構築 ネット 
374,オブザーブ株式会社,IT,training,サーバ ネットワーク ミドル ウェア IT インフラ 構築 運用 サービス 行う 会社 金融 業 メーカー 向け Web 系 業務 
375,ケーアイディー株式会社,IT,training,主 銀行 メーカー 保険 企業 サーバー 設計 構築 運用 保守 サービス 展開 する いる その他 
376,日本事務開発株式会社,IT,training,システム 開発 IT 人材 派遣 柱 する 技術 支援 運用 支援 中心 IT ICT ソリューション 提供 する いる 
377,株式会社リードオフネット,IT,training,Web サイト 運営 コンサルティング Web 制作 システム 構築 手掛ける いる 会社 モバイル デバイス インター 
378,ヒューマンリレーションネクスト株式会社,IT,training,IT 戦略 アクション プラン 立案 経営 IT 支援 行う いる ほか サーバー 管理 情報 セキュリティ 保護 
379,株式会社ベストサポートシステムズ,IT,training,IT インフラ 環境 構築 保守 運用 行う 実績 金融 機関 向け 統合 サーバー 設計 構築 運用 管理 通信 キャリア 向け 大 
380,秋田ゼロックス株式会社,IT,training,富士ゼロックス 商品 中心 カラー 複合 機 ファクシミリ 商品 卸売 手掛ける クラ ウド サービス 活用 する ソフトウェア 取る 
